student_id,age,gender,major,GPA,course_load,avg_course_grade,attendance_rate,enrollment_status,lms_logins_past_month,avg_session_duration_minutes,assignment_submission_rate,forum_participation_count,video_completion_rate,risk_level,ID,Name,Department,Year
S452,23.0,Male,Arts,3.76,5.0,98.7,0.71,Leave,8.0,64.0,0.84,15.0,0.75,High,,,,
S453,23.0,Other,Arts,3.21,5.0,97.8,0.91,Graduated,38.0,38.0,0.66,5.0,0.94,Low,,,,
S454,23.0,Other,Engineering,2.49,5.0,73.4,0.68,Graduated,0.0,56.0,0.59,7.0,0.55,High,,,,
S455,22.0,Male,Arts,2.71,4.0,82.8,0.73,Active,6.0,72.0,0.55,15.0,0.9,High,,,,
S456,20.0,Male,Arts,2.17,6.0,96.4,0.79,Leave,25.0,28.0,0.87,12.0,0.59,High,,,,
S457,23.0,Female,Engineering,2.67,4.0,60.2,0.98,Active,6.0,18.0,0.73,3.0,0.52,Medium,,,,
S458,25.0,Male,Arts,3.36,3.0,92.4,0.97,Active,6.0,46.0,0.66,1.0,0.59,Low,,,,
S459,20.0,Other,Engineering,2.14,4.0,97.9,0.68,Leave,7.0,61.0,0.93,8.0,0.88,High,,,,
S460,20.0,Male,Computer Science,2.41,3.0,63.7,0.74,Graduated,15.0,66.0,0.8,17.0,0.7,High,,,,
S461,19.0,Female,Business,2.76,6.0,66.5,0.66,Graduated,2.0,37.0,0.76,16.0,0.94,High,,,,
S462,22.0,Female,Business,3.96,5.0,98.4,0.8,Active,9.0,45.0,0.87,7.0,0.76,Medium,,,,
S463,23.0,Female,Arts,3.57,5.0,81.5,0.78,Active,6.0,73.0,0.91,14.0,0.51,Medium,,,,
S464,18.0,Female,Arts,3.47,4.0,60.6,0.96,Active,20.0,27.0,0.84,8.0,0.86,Low,,,,
S465,21.0,Female,Arts,2.23,5.0,70.3,0.97,Active,36.0,44.0,0.72,16.0,0.56,High,,,,
S466,24.0,Male,Business,3.56,6.0,78.0,0.75,Leave,30.0,77.0,0.69,1.0,0.89,Medium,,,,
S467,25.0,Male,Computer Science,3.57,5.0,87.7,0.8,Active,22.0,87.0,0.89,5.0,0.58,Medium,,,,
S468,18.0,Male,Computer Science,3.2,4.0,89.3,0.96,Active,26.0,48.0,0.76,4.0,0.67,Low,,,,
S469,22.0,Male,Business,3.98,6.0,99.8,0.92,Graduated,21.0,17.0,0.85,16.0,0.88,Low,,,,
S470,21.0,Female,Computer Science,2.65,3.0,71.5,0.6,Graduated,38.0,89.0,0.95,1.0,0.98,High,,,,
S471,22.0,Other,Business,3.88,4.0,81.5,0.73,Graduated,26.0,24.0,0.96,17.0,0.69,High,,,,
S472,25.0,Male,Computer Science,3.83,3.0,81.3,0.77,Leave,3.0,16.0,0.64,9.0,0.91,Medium,,,,
S473,20.0,Other,Engineering,2.02,6.0,76.2,0.69,Leave,23.0,26.0,0.59,9.0,0.6,High,,,,
S474,21.0,Male,Engineering,2.9,4.0,66.8,0.68,Graduated,22.0,73.0,0.63,5.0,0.9,High,,,,
S475,20.0,Male,Business,3.95,4.0,99.1,0.62,Graduated,18.0,21.0,0.88,11.0,0.83,High,,,,
S476,25.0,Other,Computer Science,2.21,6.0,94.1,0.86,Active,2.0,65.0,0.69,16.0,0.6,High,,,,
S477,18.0,Female,Arts,3.1,5.0,79.9,0.71,Active,26.0,55.0,0.59,12.0,0.65,High,,,,
S478,25.0,Male,Computer Science,3.96,4.0,84.1,0.62,Leave,2.0,56.0,0.55,19.0,0.57,High,,,,
S479,18.0,Male,Engineering,3.11,4.0,69.1,0.69,Leave,27.0,88.0,0.66,15.0,0.69,High,,,,
S480,21.0,Male,Engineering,2.38,3.0,81.8,0.92,Active,16.0,25.0,0.57,9.0,0.6,High,,,,
S481,21.0,Other,Computer Science,3.16,5.0,87.8,0.94,Graduated,30.0,78.0,0.58,1.0,0.82,Low,,,,
S482,23.0,Female,Computer Science,2.41,3.0,80.6,0.79,Active,9.0,11.0,0.84,1.0,1.0,High,,,,
S483,22.0,Other,Arts,3.04,3.0,99.6,0.77,Leave,21.0,63.0,0.51,6.0,0.51,Medium,,,,
S484,23.0,Other,Arts,2.15,5.0,84.5,0.99,Leave,29.0,36.0,0.56,5.0,0.77,High,,,,
S485,22.0,Female,Computer Science,3.21,5.0,74.8,0.68,Active,20.0,40.0,0.92,0.0,0.79,High,,,,
S486,23.0,Other,Computer Science,3.03,6.0,90.9,0.69,Active,35.0,50.0,0.92,11.0,0.96,High,,,,
S487,20.0,Female,Computer Science,3.48,5.0,66.8,0.72,Active,22.0,45.0,0.66,12.0,0.75,High,,,,
S488,21.0,Male,Computer Science,3.26,4.0,75.4,0.67,Leave,37.0,56.0,0.54,11.0,0.77,High,,,,
S489,18.0,Female,Business,3.1,5.0,73.9,0.75,Graduated,11.0,52.0,0.85,18.0,0.74,Medium,,,,
S490,22.0,Male,Computer Science,3.38,6.0,77.3,0.96,Active,24.0,74.0,0.68,8.0,0.63,Low,,,,
S491,25.0,Other,Arts,2.29,6.0,91.3,0.85,Leave,19.0,59.0,0.52,9.0,0.53,High,,,,
S492,22.0,Other,Engineering,3.19,6.0,79.4,0.76,Leave,6.0,10.0,0.58,16.0,0.7,Medium,,,,
S493,18.0,Male,Business,2.34,5.0,91.8,0.97,Leave,28.0,81.0,0.57,17.0,0.53,High,,,,
S494,23.0,Other,Computer Science,3.85,5.0,83.1,0.62,Active,28.0,66.0,0.79,7.0,0.78,High,,,,
S495,22.0,Female,Engineering,2.14,3.0,73.7,0.68,Active,12.0,25.0,0.95,6.0,0.65,High,,,,
S496,24.0,Male,Business,2.86,3.0,92.4,0.83,Graduated,2.0,37.0,0.9,8.0,0.77,Medium,,,,
S497,20.0,Other,Engineering,3.39,4.0,69.5,0.85,Leave,1.0,31.0,0.77,9.0,0.57,Low,,,,
S498,21.0,Male,Computer Science,2.92,3.0,69.0,0.62,Active,15.0,50.0,0.71,11.0,0.97,High,,,,
S499,18.0,Female,Computer Science,2.18,4.0,80.2,0.76,Leave,29.0,85.0,0.81,14.0,0.95,High,,,,
S500,21.0,Female,Arts,3.11,6.0,70.4,0.86,Leave,37.0,28.0,0.72,14.0,0.59,Low,,,,
S501,24.0,Other,Computer Science,3.28,3.0,60.4,0.88,Graduated,5.0,59.0,0.62,3.0,0.67,Low,,,,
S502,22.0,Female,Computer Science,3.41,5.0,85.9,0.86,Active,6.0,68.0,0.84,3.0,0.81,Low,,,,
S503,22.0,Male,Business,2.75,3.0,80.4,0.73,Active,4.0,78.0,0.94,0.0,0.55,High,,,,
S504,25.0,Female,Arts,3.13,4.0,77.8,0.64,Leave,6.0,43.0,0.69,11.0,0.68,High,,,,
S505,24.0,Male,Business,2.9,3.0,98.7,0.77,Leave,33.0,48.0,0.92,1.0,0.63,Medium,,,,
S506,18.0,Male,Engineering,3.34,6.0,82.8,0.65,Graduated,31.0,83.0,0.72,14.0,0.96,High,,,,
S507,25.0,Female,Computer Science,3.17,5.0,94.5,0.98,Graduated,12.0,16.0,0.7,16.0,0.93,Low,,,,
S508,20.0,Other,Engineering,3.05,4.0,65.6,0.79,Graduated,29.0,61.0,0.51,6.0,0.79,Medium,,,,
S509,25.0,Female,Business,2.5,5.0,82.8,0.73,Graduated,24.0,69.0,0.85,5.0,0.76,High,,,,
S510,19.0,Male,Computer Science,2.0,5.0,94.7,0.91,Graduated,20.0,61.0,0.9,11.0,0.97,High,,,,
S511,18.0,Male,Computer Science,2.35,4.0,83.3,0.8,Graduated,20.0,88.0,0.83,18.0,0.97,High,,,,
S512,19.0,Female,Business,2.23,5.0,88.7,0.72,Leave,27.0,33.0,0.58,0.0,0.98,High,,,,
S513,24.0,Other,Business,2.9,5.0,74.9,0.92,Graduated,19.0,35.0,0.55,13.0,0.56,Medium,,,,
S514,23.0,Other,Business,3.22,3.0,63.7,0.95,Leave,33.0,19.0,0.79,3.0,0.58,Low,,,,
S515,19.0,Male,Business,2.43,5.0,78.3,0.87,Leave,4.0,26.0,0.7,4.0,0.84,High,,,,
S516,20.0,Male,Business,3.88,5.0,75.8,0.62,Active,17.0,87.0,0.71,0.0,0.77,High,,,,
S517,25.0,Other,Computer Science,2.01,5.0,94.7,0.83,Leave,38.0,11.0,0.98,0.0,0.51,High,,,,
S518,23.0,Female,Business,3.54,5.0,69.8,0.91,Leave,10.0,86.0,0.86,5.0,0.53,Low,,,,
S519,25.0,Male,Computer Science,3.25,4.0,98.7,0.65,Graduated,16.0,36.0,0.71,4.0,0.94,High,,,,
S520,19.0,Male,Computer Science,2.75,6.0,98.3,0.69,Leave,21.0,82.0,0.51,1.0,0.93,High,,,,
S521,25.0,Other,Business,2.1,3.0,69.9,0.95,Graduated,36.0,80.0,0.52,4.0,0.68,High,,,,
S522,24.0,Female,Business,3.25,5.0,73.9,0.61,Graduated,19.0,57.0,0.84,8.0,0.95,High,,,,
S523,23.0,Other,Arts,2.77,5.0,95.8,0.9,Graduated,5.0,83.0,0.92,18.0,0.8,Medium,,,,
S524,24.0,Female,Computer Science,3.87,4.0,98.7,0.79,Active,33.0,18.0,0.85,14.0,0.9,Medium,,,,
S525,19.0,Female,Business,3.08,6.0,77.7,0.78,Graduated,13.0,32.0,0.7,12.0,0.71,Medium,,,,
S526,24.0,Female,Business,3.88,5.0,72.8,0.6,Leave,22.0,80.0,0.52,11.0,0.56,High,,,,
S527,20.0,Male,Business,2.44,4.0,81.0,0.93,Graduated,19.0,82.0,0.98,4.0,0.72,High,,,,
S528,19.0,Other,Arts,3.45,3.0,87.5,0.74,Graduated,12.0,36.0,0.99,1.0,0.73,High,,,,
S529,19.0,Other,Arts,3.23,3.0,70.9,0.82,Graduated,31.0,80.0,0.77,3.0,0.78,Medium,,,,
S530,19.0,Female,Engineering,3.48,5.0,89.5,0.87,Active,25.0,52.0,0.54,17.0,0.55,Low,,,,
S531,18.0,Male,Computer Science,2.43,5.0,62.1,0.88,Leave,13.0,16.0,0.77,9.0,1.0,High,,,,
S532,25.0,Male,Engineering,3.33,6.0,62.0,0.98,Active,35.0,72.0,0.95,12.0,0.62,Low,,,,
S533,18.0,Other,Business,3.0,6.0,75.5,0.81,Leave,7.0,53.0,0.84,11.0,0.6,Medium,,,,
S534,18.0,Male,Arts,3.49,5.0,74.1,0.76,Active,39.0,48.0,0.86,1.0,0.76,Medium,,,,
S535,20.0,Male,Arts,2.65,4.0,72.6,0.98,Leave,21.0,49.0,0.54,14.0,0.77,Medium,,,,
S536,23.0,Female,Engineering,3.78,6.0,79.6,0.86,Active,21.0,16.0,0.55,13.0,0.72,Low,,,,
S537,25.0,Male,Arts,2.17,5.0,72.8,0.72,Graduated,15.0,79.0,0.56,9.0,0.89,High,,,,
S538,24.0,Female,Business,3.61,6.0,67.7,0.65,Active,26.0,34.0,0.95,7.0,0.76,High,,,,
S539,22.0,Other,Arts,3.72,5.0,72.4,0.94,Active,9.0,68.0,0.76,14.0,0.8,Low,,,,
S540,19.0,Male,Engineering,3.63,3.0,99.0,0.74,Graduated,24.0,22.0,0.9,12.0,0.86,High,,,,
S541,24.0,Other,Business,3.03,5.0,76.4,0.86,Graduated,30.0,71.0,0.56,7.0,0.51,Low,,,,
S542,19.0,Other,Engineering,2.88,3.0,77.8,0.79,Leave,20.0,17.0,0.96,13.0,0.79,Medium,,,,
S543,20.0,Male,Arts,3.99,6.0,83.1,0.68,Leave,26.0,54.0,0.91,0.0,0.94,High,,,,
S544,19.0,Male,Engineering,2.46,5.0,99.3,0.84,Leave,16.0,27.0,0.61,12.0,0.51,High,,,,
S545,18.0,Other,Engineering,3.09,6.0,69.7,0.62,Active,32.0,69.0,0.94,7.0,0.7,High,,,,
S546,25.0,Male,Computer Science,3.34,3.0,87.3,0.77,Leave,30.0,69.0,0.63,17.0,0.96,Medium,,,,
S547,22.0,Female,Arts,3.4,5.0,88.6,0.82,Active,25.0,11.0,0.6,8.0,0.68,Medium,,,,
S548,21.0,Female,Arts,2.41,6.0,84.3,0.77,Active,20.0,75.0,0.63,12.0,0.73,High,,,,
S549,19.0,Male,Engineering,3.31,3.0,63.5,0.9,Leave,35.0,23.0,0.95,2.0,0.99,Low,,,,
S550,24.0,Other,Computer Science,3.64,6.0,87.1,0.93,Leave,0.0,57.0,0.96,17.0,0.6,Low,,,,
S551,18.0,Male,Arts,2.1,4.0,62.6,0.91,Active,3.0,65.0,0.66,9.0,0.53,High,,,,
S552,21.0,Male,Business,3.82,3.0,83.8,0.62,Graduated,3.0,21.0,0.85,4.0,0.93,High,,,,
S553,22.0,Other,Engineering,2.06,3.0,89.6,0.68,Graduated,25.0,64.0,0.84,5.0,0.93,High,,,,
S554,21.0,Other,Arts,2.71,3.0,68.4,0.81,Active,3.0,37.0,0.9,7.0,0.74,Medium,,,,
S555,18.0,Female,Business,2.03,5.0,93.7,0.97,Leave,8.0,13.0,0.65,6.0,0.76,High,,,,
S556,25.0,Other,Arts,2.15,5.0,61.2,0.93,Active,29.0,45.0,0.76,17.0,0.92,High,,,,
S557,25.0,Female,Business,3.82,5.0,93.8,0.94,Active,3.0,59.0,0.83,13.0,0.87,Low,,,,
S558,23.0,Other,Engineering,2.71,4.0,78.4,0.72,Leave,4.0,12.0,0.51,14.0,0.63,High,,,,
S559,25.0,Male,Arts,2.85,4.0,68.7,0.77,Graduated,22.0,10.0,0.69,9.0,0.51,Medium,,,,
S560,23.0,Female,Arts,2.43,3.0,65.4,0.79,Active,15.0,26.0,0.85,11.0,0.74,High,,,,
S561,21.0,Female,Computer Science,3.19,4.0,98.1,0.66,Graduated,21.0,80.0,0.63,6.0,0.93,High,,,,
S562,20.0,Female,Engineering,3.19,6.0,62.9,0.61,Graduated,36.0,71.0,0.98,6.0,0.95,High,,,,
S563,24.0,Male,Business,2.74,3.0,68.0,0.98,Leave,7.0,57.0,0.52,10.0,0.98,Medium,,,,
S564,24.0,Male,Arts,2.67,3.0,73.9,0.7,Active,32.0,71.0,0.98,12.0,0.94,High,,,,
S565,21.0,Male,Arts,3.77,6.0,84.8,0.7,Active,37.0,78.0,0.61,14.0,0.79,High,,,,
S566,19.0,Male,Business,2.77,3.0,81.8,0.63,Graduated,15.0,28.0,0.52,17.0,0.72,High,,,,
S567,19.0,Male,Engineering,2.99,4.0,65.0,0.97,Graduated,4.0,43.0,0.65,6.0,0.89,Medium,,,,
S568,25.0,Female,Computer Science,2.57,5.0,71.6,0.83,Leave,15.0,58.0,0.89,5.0,0.87,Medium,,,,
S569,24.0,Male,Computer Science,3.57,6.0,69.6,0.87,Graduated,6.0,89.0,0.88,10.0,0.77,Low,,,,
S570,24.0,Female,Arts,2.79,4.0,68.5,0.96,Leave,0.0,56.0,0.6,7.0,0.54,Medium,,,,
S571,23.0,Male,Business,3.03,6.0,76.4,0.74,Active,8.0,59.0,0.6,19.0,0.96,High,,,,
S572,20.0,Other,Arts,2.51,6.0,88.2,0.85,Leave,17.0,35.0,0.82,0.0,0.73,Medium,,,,
S573,18.0,Female,Business,3.98,3.0,68.7,0.62,Graduated,2.0,65.0,0.73,7.0,0.68,High,,,,
S574,19.0,Other,Computer Science,2.58,3.0,74.7,0.67,Active,23.0,87.0,0.9,7.0,0.81,High,,,,
S575,24.0,Female,Engineering,3.54,4.0,75.6,0.93,Leave,27.0,23.0,0.51,18.0,0.84,Low,,,,
S576,23.0,Other,Business,2.85,6.0,99.1,0.91,Active,9.0,87.0,0.81,2.0,0.61,Medium,,,,
S577,22.0,Male,Computer Science,2.41,3.0,98.2,0.74,Leave,8.0,34.0,0.87,4.0,0.92,High,,,,
S578,23.0,Male,Arts,3.6,3.0,92.0,0.75,Graduated,12.0,13.0,1.0,2.0,0.64,Medium,,,,
S579,19.0,Male,Business,2.67,6.0,69.7,0.81,Graduated,34.0,88.0,0.84,14.0,0.59,Medium,,,,
S580,19.0,Female,Engineering,3.73,4.0,62.7,0.6,Active,22.0,41.0,0.62,13.0,0.7,High,,,,
S581,23.0,Other,Arts,3.83,4.0,72.7,0.7,Active,16.0,87.0,0.55,14.0,0.87,High,,,,
S582,18.0,Male,Arts,3.72,6.0,70.7,0.68,Active,6.0,74.0,0.82,16.0,0.98,High,,,,
S583,21.0,Other,Computer Science,2.07,4.0,80.2,0.7,Leave,15.0,70.0,0.76,17.0,0.9,High,,,,
S584,19.0,Other,Business,3.57,3.0,91.1,0.92,Graduated,39.0,29.0,0.95,1.0,0.97,Low,,,,
S585,23.0,Male,Arts,2.82,6.0,94.3,0.71,Active,35.0,83.0,0.86,11.0,0.57,High,,,,
S586,24.0,Male,Engineering,3.75,3.0,93.8,0.68,Active,19.0,19.0,0.75,15.0,0.54,High,,,,
S587,23.0,Other,Business,3.28,5.0,74.4,0.8,Active,23.0,43.0,0.7,3.0,0.78,Medium,,,,
S588,20.0,Male,Engineering,3.67,5.0,87.5,0.95,Leave,4.0,70.0,0.7,1.0,0.65,Low,,,,
S589,21.0,Male,Arts,3.0,4.0,72.5,0.7,Active,5.0,36.0,0.61,13.0,0.91,High,,,,
S590,22.0,Male,Engineering,3.07,5.0,62.4,0.63,Active,27.0,49.0,0.51,10.0,0.84,High,,,,
S591,18.0,Female,Computer Science,2.29,3.0,88.1,0.74,Leave,4.0,74.0,0.79,12.0,0.99,High,,,,
S592,25.0,Other,Engineering,3.57,5.0,60.4,0.9,Leave,38.0,42.0,0.61,6.0,0.63,Low,,,,
S593,22.0,Other,Business,2.84,3.0,76.4,0.82,Active,37.0,77.0,0.6,9.0,0.74,Medium,,,,
S594,21.0,Female,Engineering,3.0,4.0,73.2,0.93,Active,1.0,80.0,0.56,0.0,0.75,Low,,,,
S595,21.0,Other,Engineering,3.57,4.0,87.7,0.98,Leave,38.0,18.0,0.59,3.0,0.62,Low,,,,
S596,21.0,Male,Computer Science,3.2,3.0,90.6,0.92,Graduated,20.0,25.0,0.52,17.0,0.8,Low,,,,
S597,22.0,Other,Engineering,2.4,5.0,72.2,0.84,Leave,39.0,14.0,0.84,5.0,0.72,High,,,,
S598,24.0,Male,Engineering,3.18,4.0,92.5,0.8,Graduated,36.0,32.0,0.7,1.0,0.72,Medium,,,,
S599,21.0,Female,Arts,2.82,6.0,71.8,0.62,Active,17.0,52.0,0.78,2.0,0.68,High,,,,
S600,23.0,Male,Arts,2.94,4.0,77.9,0.99,Active,11.0,66.0,0.82,13.0,0.51,Medium,,,,
S601,22.0,Other,Business,2.06,5.0,89.1,0.75,Graduated,16.0,60.0,0.99,7.0,0.76,High,,,,
S602,25.0,Other,Arts,2.42,6.0,87.7,0.66,Leave,36.0,22.0,0.53,15.0,0.67,High,,,,
S603,21.0,Other,Arts,2.56,5.0,99.5,0.87,Active,37.0,33.0,0.71,18.0,0.5,Medium,,,,
S604,23.0,Female,Arts,3.43,3.0,69.0,0.71,Graduated,14.0,20.0,0.62,17.0,0.65,High,,,,
S605,24.0,Female,Arts,2.02,6.0,86.5,0.83,Leave,6.0,61.0,0.74,5.0,0.64,High,,,,
S606,20.0,Other,Computer Science,2.82,5.0,84.4,0.83,Graduated,13.0,26.0,0.96,13.0,0.7,Medium,,,,
S607,24.0,Male,Arts,3.85,6.0,96.6,0.78,Leave,0.0,46.0,0.86,2.0,0.57,Medium,,,,
S608,25.0,Female,Computer Science,2.22,5.0,66.3,0.93,Leave,37.0,22.0,0.83,15.0,0.75,High,,,,
S609,21.0,Other,Computer Science,3.03,6.0,90.1,0.71,Leave,2.0,71.0,0.72,0.0,0.85,High,,,,
S610,25.0,Other,Arts,3.57,5.0,82.7,0.78,Leave,36.0,17.0,0.84,11.0,0.82,Medium,,,,
S611,22.0,Female,Engineering,3.89,3.0,71.0,0.82,Graduated,30.0,65.0,0.52,13.0,0.9,Medium,,,,
S612,19.0,Female,Computer Science,3.49,6.0,79.0,0.87,Graduated,12.0,79.0,0.79,18.0,0.73,Low,,,,
S613,21.0,Female,Engineering,3.44,6.0,73.4,0.91,Graduated,17.0,53.0,0.78,18.0,0.76,Low,,,,
S614,19.0,Male,Engineering,3.65,6.0,83.2,0.76,Graduated,16.0,69.0,0.67,8.0,0.91,Medium,,,,
S615,23.0,Male,Arts,2.89,6.0,95.6,0.86,Graduated,16.0,50.0,0.6,6.0,0.71,Medium,,,,
S616,20.0,Other,Business,3.61,3.0,82.8,0.66,Leave,10.0,30.0,0.9,13.0,0.85,High,,,,
S617,18.0,Female,Arts,2.02,6.0,85.3,0.97,Active,19.0,51.0,0.53,4.0,0.72,High,,,,
S618,25.0,Male,Business,3.85,4.0,80.7,0.75,Active,9.0,83.0,0.53,17.0,0.71,Medium,,,,
S619,24.0,Female,Business,2.89,3.0,62.0,0.89,Graduated,28.0,83.0,0.72,8.0,0.88,Medium,,,,
S620,20.0,Other,Arts,3.11,4.0,69.3,0.61,Graduated,33.0,38.0,0.63,6.0,0.59,High,,,,
S621,21.0,Male,Arts,2.51,6.0,79.7,0.68,Active,16.0,89.0,0.87,8.0,0.67,High,,,,
S622,19.0,Male,Business,3.49,5.0,72.4,0.79,Leave,12.0,74.0,0.82,3.0,0.61,Medium,,,,
S623,24.0,Male,Arts,2.15,4.0,67.3,0.95,Graduated,38.0,26.0,0.89,16.0,0.68,High,,,,
S624,19.0,Other,Business,3.75,6.0,80.2,0.81,Leave,26.0,39.0,0.66,11.0,0.62,Medium,,,,
S625,22.0,Female,Engineering,3.66,4.0,72.9,0.97,Active,25.0,35.0,0.87,5.0,0.79,Low,,,,
S626,19.0,Male,Arts,2.43,6.0,70.3,0.79,Active,27.0,62.0,0.93,17.0,0.9,High,,,,
S627,22.0,Other,Engineering,3.62,6.0,78.6,0.8,Graduated,12.0,28.0,0.67,7.0,0.89,Medium,,,,
S628,23.0,Female,Computer Science,3.57,6.0,65.3,0.65,Leave,11.0,62.0,0.67,14.0,0.68,High,,,,
S629,24.0,Other,Engineering,3.26,5.0,97.1,0.92,Graduated,27.0,26.0,0.95,2.0,0.99,Low,,,,
S630,24.0,Female,Engineering,2.75,4.0,94.7,0.7,Active,1.0,55.0,0.52,1.0,0.8,High,,,,
S631,18.0,Other,Business,2.54,3.0,88.3,0.96,Leave,36.0,62.0,0.68,8.0,0.7,Medium,,,,
S632,21.0,Female,Engineering,2.46,3.0,64.2,0.96,Graduated,33.0,73.0,0.56,7.0,0.92,High,,,,
S633,22.0,Male,Arts,2.64,3.0,91.0,0.98,Graduated,22.0,54.0,0.51,3.0,0.86,Medium,,,,
S634,18.0,Female,Business,3.81,3.0,92.3,0.81,Graduated,28.0,58.0,0.56,1.0,0.87,Medium,,,,
S635,19.0,Other,Computer Science,2.16,6.0,90.7,0.87,Active,34.0,28.0,0.72,13.0,0.6,High,,,,
S636,19.0,Other,Arts,3.66,4.0,64.6,0.91,Graduated,10.0,80.0,0.84,1.0,0.73,Low,,,,
S637,18.0,Female,Computer Science,2.7,4.0,85.8,0.65,Leave,32.0,74.0,0.64,1.0,0.93,High,,,,
S638,24.0,Male,Engineering,3.04,5.0,93.4,0.84,Graduated,10.0,46.0,0.92,6.0,0.75,Medium,,,,
S639,19.0,Male,Arts,3.59,4.0,83.1,0.61,Active,8.0,79.0,0.72,11.0,0.84,High,,,,
S640,25.0,Female,Arts,3.77,4.0,85.9,0.8,Graduated,13.0,35.0,0.98,5.0,0.79,Medium,,,,
S641,23.0,Female,Computer Science,2.69,4.0,78.3,0.66,Active,8.0,11.0,0.98,17.0,0.92,High,,,,
S642,23.0,Other,Arts,2.92,5.0,81.1,0.67,Active,38.0,68.0,0.89,3.0,0.64,High,,,,
S643,25.0,Male,Arts,2.83,3.0,61.4,0.75,Leave,2.0,14.0,0.97,18.0,0.79,Medium,,,,
S644,18.0,Female,Arts,2.03,4.0,85.6,0.77,Leave,28.0,46.0,0.85,12.0,0.56,High,,,,
S645,25.0,Male,Engineering,2.59,5.0,63.3,0.85,Graduated,18.0,40.0,0.95,19.0,0.85,Medium,,,,
S646,22.0,Female,Computer Science,2.92,5.0,77.4,0.63,Active,35.0,85.0,0.62,1.0,0.87,High,,,,
S647,22.0,Female,Arts,2.82,6.0,71.7,0.8,Active,31.0,57.0,0.67,7.0,0.52,Medium,,,,
S648,18.0,Male,Business,3.44,5.0,81.8,0.67,Leave,6.0,15.0,0.88,18.0,0.84,High,,,,
S649,25.0,Female,Business,2.77,3.0,65.3,0.83,Leave,27.0,24.0,0.71,8.0,0.71,Medium,,,,
S650,22.0,Female,Business,2.98,4.0,87.7,0.85,Graduated,17.0,24.0,0.92,3.0,0.56,Medium,,,,
S651,24.0,Other,Business,2.86,5.0,91.8,0.82,Active,4.0,70.0,0.94,15.0,0.71,Medium,,,,
S652,25.0,Female,Engineering,3.48,3.0,66.5,0.9,Leave,22.0,25.0,0.65,18.0,0.6,Low,,,,
S653,24.0,Female,Arts,3.73,5.0,64.2,0.73,Graduated,21.0,29.0,0.91,9.0,0.71,High,,,,
S654,22.0,Female,Computer Science,3.06,5.0,65.8,0.91,Active,25.0,86.0,0.58,5.0,0.69,Low,,,,
S655,23.0,Other,Arts,3.58,5.0,95.1,0.77,Active,11.0,53.0,0.67,15.0,0.87,Medium,,,,
S656,22.0,Male,Engineering,2.59,5.0,81.1,0.79,Leave,39.0,51.0,0.76,9.0,0.89,Medium,,,,
S657,24.0,Other,Business,3.08,5.0,78.7,0.86,Graduated,18.0,55.0,0.61,12.0,0.8,Low,,,,
S658,20.0,Other,Engineering,2.69,3.0,64.3,0.61,Leave,0.0,43.0,0.79,8.0,0.51,High,,,,
S659,21.0,Male,Arts,2.83,4.0,86.0,0.86,Graduated,2.0,73.0,0.79,6.0,0.97,Medium,,,,
S660,19.0,Other,Computer Science,3.46,4.0,94.7,0.85,Active,26.0,38.0,0.6,3.0,0.84,Low,,,,
S661,25.0,Male,Engineering,3.76,4.0,93.1,0.72,Graduated,17.0,12.0,0.9,18.0,0.52,High,,,,
S662,20.0,Other,Computer Science,2.24,4.0,85.0,0.63,Graduated,29.0,18.0,0.82,3.0,0.91,High,,,,
S663,22.0,Male,Engineering,3.27,3.0,63.0,0.64,Graduated,1.0,84.0,0.66,18.0,0.6,High,,,,
S664,23.0,Female,Computer Science,3.16,6.0,64.5,0.97,Graduated,4.0,84.0,0.62,18.0,0.79,Low,,,,
S665,18.0,Other,Computer Science,2.24,6.0,62.0,0.88,Graduated,28.0,34.0,0.94,11.0,0.73,High,,,,
S666,22.0,Other,Business,2.42,3.0,70.3,0.65,Leave,32.0,51.0,0.92,12.0,0.71,High,,,,
S667,23.0,Other,Computer Science,2.62,3.0,65.4,0.74,Graduated,19.0,55.0,0.61,3.0,0.94,High,,,,
S668,21.0,Other,Business,2.33,5.0,70.4,0.84,Graduated,29.0,82.0,0.52,9.0,0.72,High,,,,
S669,22.0,Female,Arts,2.49,5.0,75.4,0.93,Active,4.0,68.0,0.9,6.0,0.54,High,,,,
S670,24.0,Other,Arts,2.54,5.0,97.7,0.62,Graduated,20.0,30.0,0.81,4.0,0.97,High,,,,
S671,18.0,Female,Business,2.67,4.0,84.4,0.69,Active,14.0,83.0,0.55,16.0,0.96,High,,,,
S672,23.0,Female,Business,3.5,5.0,93.4,0.96,Leave,19.0,31.0,0.79,17.0,0.84,Low,,,,
S673,23.0,Female,Engineering,3.14,6.0,88.4,0.6,Leave,7.0,38.0,0.73,10.0,0.73,High,,,,
S674,23.0,Female,Engineering,3.97,4.0,64.5,0.68,Graduated,30.0,72.0,0.89,14.0,0.55,High,,,,
S675,21.0,Male,Engineering,2.83,5.0,89.4,0.98,Leave,11.0,82.0,0.6,6.0,0.9,Medium,,,,
S676,22.0,Male,Arts,3.51,4.0,71.0,0.85,Graduated,20.0,70.0,0.73,17.0,0.54,Low,,,,
S677,21.0,Other,Engineering,3.74,6.0,85.6,0.7,Leave,29.0,73.0,0.58,5.0,0.53,High,,,,
